date,name,position,change_dir,shares_before,shares_after,change_amount
2025-11-05,신호성,,,0,0,0
2025-11-05,진광현,,,0,0,0
2025-11-13,권석,,,0,0,0
2025-11-13,정우덕,,,0,0,0
2025-11-13,안정수,,,0,0,0
2025-11-13,신창훈,,,0,0,0
2025-11-13,이홍원,,,0,0,0
2026-01-08,조정희,,,0,0,0
2026-01-27,김봉현,,,0,0,0
2026-02-04,손인수,,,0,0,0
2026-02-04,진광현,,,0,0,0
2026-02-06,신승우,,,0,0,0
2026-02-24,제성태,,,0,0,0
2026-02-27,제성태,,,0,0,0
2026-03-16,제성태,,,0,0,0
2026-04-03,정인용,,,0,0,0
2026-05-06,권석,,,0,0,0
2024-08-23,안정수,,,0,0,0
2024-12-20,김봉현,,,0,0,0
2025-02-27,김봉현,,,0,0,0
2025-04-08,임현석,,,0,0,0
2025-04-08,권석,,,0,0,0
2025-07-23,강영묵,,,0,0,0
2025-08-21,임현석,,,0,0,0
2025-08-21,진광현,,,0,0,0
2025-08-25,이홍원,,,0,0,0
2025-09-18,석종규,,,0,0,0
2025-09-18,정우덕,,,0,0,0
2025-09-18,고재형,,,0,0,0
2025-09-18,윤영석,,,0,0,0
2025-09-18,최진관,,,0,0,0
2025-09-18,한창원,,,0,0,0
2025-09-22,유두열,,,0,0,0
2025-09-22,조정희,,,0,0,0
2025-09-22,박기철,,,0,0,0
2025-09-22,최규진,,,0,0,0
2025-09-22,이성한,,,0,0,0
2025-09-22,강성석,,,0,0,0
2025-09-26,강영묵,,,0,0,0
2025-09-26,제성태,,,0,0,0
2025-09-26,신창훈,,,0,0,0
2025-09-26,고재형,,,0,0,0
2025-09-26,손동재,,,0,0,0
2025-09-26,이상돈,,,0,0,0
2025-09-26,신호성,,,0,0,0
2025-10-01,김영대,,,0,0,0
2025-10-01,현준진,,,0,0,0
2025-10-15,권석,,,0,0,0
2025-10-15,현준진,,,0,0,0
2025-10-15,제성태,,,0,0,0
2025-10-15,이동일,,,0,0,0
2025-10-15,신승우,,,0,0,0
2025-10-20,유두열,,,0,0,0
2025-10-20,손동재,,,0,0,0
2025-10-20,박기철,,,0,0,0
2025-10-20,고재형,,,0,0,0
2025-10-20,윤영석,,,0,0,0
2025-10-27,강영묵,,,0,0,0
2025-10-27,석종규,,,0,0,0
2025-10-27,이상돈,,,0,0,0
2025-10-27,조정희,,,0,0,0
2025-10-27,최규진,,,0,0,0
2025-10-27,한창원,,,0,0,0
2025-10-27,현준진,,,0,0,0
2025-11-03,이성한,,,0,0,0
2025-11-03,유두열,,,0,0,0
2025-11-03,최진관,,,0,0,0
2025-11-05,심상현,,,0,0,0
2025-11-05,진광현,,,0,0,0
2025-11-05,신호성,,,0,0,0
2025-11-13,정우덕,,,0,0,0
2025-11-13,권석,,,0,0,0
2025-11-13,안정수,,,0,0,0
2025-11-13,이홍원,,,0,0,0
2025-11-13,신창훈,,,0,0,0
2026-01-08,조정희,,,0,0,0
2026-01-27,김봉현,,,0,0,0
2026-02-04,손인수,,,0,0,0
2026-02-04,진광현,,,0,0,0
2026-02-06,신승우,,,0,0,0
2026-02-24,제성태,,,0,0,0
2026-02-27,제성태,,,0,0,0
2026-03-16,제성태,,,0,0,0
2026-04-03,정인용,,,0,0,0
2026-05-06,권석,,,0,0,0
2026-07-01,손동재,,,0,0,0
2026-07-01,이상돈,,,0,0,0
2026-07-01,최규진,,,0,0,0
2026-07-01,고재형,,,0,0,0
2026-07-01,윤영석,,,0,0,0
2026-07-01,박기철,,,0,0,0
2026-07-01,조정희,,,0,0,0
2026-07-01,한창원,,,0,0,0
2026-07-06,유두열,,,0,0,0
2026-07-06,신창훈,,,0,0,0
2026-07-06,신호성,,,0,0,0
2026-07-06,손동재,,,0,0,0
2026-07-10,정우덕,,,0,0,0
2026-07-16,석종규,,,0,0,0
2026-07-16,고재형,,,0,0,0
2026-07-16,박기철,,,0,0,0
2026-07-16,손동재,,,0,0,0
